job_id,job_title
5144,Community arts worker
5145,Outdoor activities/education manager
5146,Product manager
5147,Writer
5148,Claims inspector/assessor
5149,Multimedia programmer
5150,Chiropodist
5151,Further education lecturer
5152,"Horticulturist, commercial"
5153,Purchasing manager
5154,Visual merchandiser
5155,"Nurse, children's"
5156,Quality manager
5157,Quality manager
5158,Network engineer
5159,Landscape architect
5160,Management consultant
5161,"Investment banker, corporate"
5162,Drilling engineer
5163,Lexicographer
5164,Animator
5165,Geophysical data processor
5166,Podiatrist
5167,Hospital pharmacist
5168,Operations geologist
5169,Careers adviser
5170,Adult guidance worker
5171,Office manager
5172,"Restaurant manager, fast food"
5173,Geographical information systems officer
5174,Gaffer
5175,"Designer, furniture"
5176,"Runner, broadcasting/film/video"
5177,Community development worker
5178,Commercial art gallery manager
5179,Chiropractor
5180,Dealer
5181,Chief Executive Officer
5182,Graphic designer
5183,Horticultural consultant
5184,Soil scientist
5185,"Scientist, research (physical sciences)"
5186,Computer games developer
5187,Herbalist
5188,Newspaper journalist
5189,Textile designer
5190,Charity fundraiser
5191,Social worker
5192,Quarry manager
5193,Mining engineer
5194,"Research officer, trade union"
5195,Logistics and distribution manager
5196,Homeopath
5197,Advertising copywriter
5198,"Production assistant, television"
5199,Trade union research officer
5200,"Research officer, government"
5201,Electronics engineer
5202,"Designer, jewellery"
5203,Magazine journalist
5204,Community pharmacist
5205,"Engineer, manufacturing systems"
5206,Chief Financial Officer
5207,Chartered certified accountant
5208,Catering manager
5209,Location manager
5210,"Psychologist, sport and exercise"
5211,Tax adviser
5212,"Development worker, international aid"
5213,Chief of Staff
5214,Building services engineer
5215,Child psychotherapist
5216,Actuary
5217,Actor
5218,"Lighting technician, broadcasting/film/video"
5219,"Engineer, chemical"
5220,Forest/woodland manager
5221,Broadcast journalist
5222,Leisure centre manager
5223,Dealer
5224,Television/film/video producer
5225,"Engineer, biomedical"
5226,Prison officer
5227,Quarry manager
5228,Museum/gallery conservator
5229,"Therapist, nutritional"
5230,Academic librarian
5231,Technical sales engineer
5232,Clothing/textile technologist
5233,"Surveyor, planning and development"
5234,"Administrator, sports"
5235,Broadcast presenter
5236,"Geologist, engineering"
5237,"Engineer, electrical"
5238,Firefighter
5239,Building surveyor
5240,Archivist
5241,Surgeon
5242,Medical physicist
5243,Adult guidance worker
5244,"Designer, multimedia"
5245,"Scientist, research (medical)"
5246,Astronomer
5247,Market researcher
5248,Camera operator
5249,Publishing rights manager
5250,Water quality scientist
5251,Print production planner
5252,Dentist
5253,Data scientist
5254,Teaching laboratory technician
5255,Research scientist (maths)
5256,Insurance account manager
5257,Research scientist (medical)
5258,Forest/woodland manager
5259,Archaeologist
5260,Bonds trader
5261,Community pharmacist
5262,Field trials officer
5263,Psychiatric nurse
5264,"Therapist, nutritional"
5265,Planning and development surveyor
5266,Clothing/textile technologist
5267,Writer
5268,"Secretary, company"
5269,Mining engineer
5270,"Lighting technician, broadcasting/film/video"
5271,Museum/gallery conservator
5272,"Therapist, speech and language"
5273,Senior tax professional/tax inspector
5274,Trade union research officer
5275,Fashion designer
5276,Sports therapist
5277,Control and instrumentation engineer
5278,"Therapist, speech and language"
5279,Health and safety inspector
5280,Geophysicist/field seismologist
5281,"Nurse, mental health"
5282,Manufacturing engineer
5283,Civil Service fast streamer
5284,"Engineer, materials"
5285,"Engineer, petroleum"
5286,"Librarian, academic"
5287,Writer
5288,Sports development officer
5289,Lawyer
5290,"Engineer, drilling"
5291,Ergonomist
5292,Public relations account executive
5293,Water quality scientist
5294,Sports development officer
5295,"Designer, television/film set"
5296,Claims inspector/assessor
5297,Claims inspector/assessor
5298,Recruitment consultant
5299,Manufacturing engineer
5300,Youth worker
5301,"Engineer, technical sales"
5302,Software engineer
5303,Medical physicist
5304,"Buyer, industrial"
5305,English as a foreign language teacher
5306,"Engineer, mining"
5307,"Engineer, energy"
5308,Animator
5309,"Radiographer, therapeutic"
5310,Sales promotion account executive
5311,"Lecturer, further education"
5312,"Pharmacist, hospital"
5313,Archaeologist
5314,Clinical embryologist
5315,Television floor manager
5316,"Biochemist, clinical"
5317,"Investment banker, operational"
5318,"Programmer, applications"
5319,"Therapist, music"
5320,Physiotherapist
5321,Pathologist
5322,Office manager
5323,Automotive engineer
5324,"Scientist, research (maths)"
5325,Estate agent
5326,"Surveyor, hydrographic"
5327,Warehouse manager
5328,Geographical information systems officer
5329,"Conservator, furniture"
5330,"Surveyor, quantity"
5331,Market researcher
5332,Radiation protection practitioner
5333,Financial manager
5334,Commercial horticulturist
5335,Energy engineer
5336,"Nurse, mental health"
5337,Haematologist
5338,Chief Executive Officer
5339,Petroleum engineer
5340,Proofreader
5341,"Psychologist, forensic"
5342,Mechanical engineer
5343,Civil Service fast streamer
5344,Insurance account manager
5345,English as a second language teacher
5346,Special educational needs teacher
5347,"Editor, magazine features"
5348,Furniture designer
5349,"Psychologist, educational"
5350,Consulting civil engineer
5351,Ecologist
5352,Mental health nurse
5353,"Programmer, applications"
5354,Facilities manager
5355,General practice doctor
5356,Research scientist (life sciences)
5357,Cartographer
5358,Mechanical engineer
5359,Illustrator
5360,"Conservator, museum/gallery"
5361,Intelligence analyst
5362,Holiday representative
5363,Research scientist (maths)
5364,Legal secretary
5365,Barista
5366,Legal executive
5367,Community pharmacist
5368,Technical sales engineer
5369,IT technical support officer
5370,"Accountant, chartered"
5371,Chartered public finance accountant
5372,"Administrator, charities/voluntary organisations"
5373,Music therapist
5374,Housing manager/officer
5375,Horticultural consultant
5376,"Scientist, biomedical"
5377,Customer service manager
5378,"Nurse, mental health"
5379,"Therapist, occupational"
5380,Records manager
5381,Chartered accountant
5382,Transport planner
5383,Advertising account executive
5384,Midwife
5385,Senior tax professional/tax inspector
5386,Barista
5387,Clinical psychologist
5388,Fitness centre manager
5389,Logistics and distribution manager
5390,Chief Marketing Officer
5391,Retail buyer
5392,Banker
5393,Legal executive
5394,"Nurse, learning disability"
5395,Office manager
5396,Horticultural consultant
5397,"Designer, blown glass/stained glass"
5398,"Research officer, trade union"
5399,"Administrator, sports"
5400,Medical technical officer
5401,Academic librarian
5402,IT technical support officer
5403,"Accountant, chartered"
5404,Exercise physiologist
5405,"Engineer, electrical"
5406,Tourism officer
5407,Camera operator
5408,Stage manager
5409,"Designer, industrial/product"
5410,Multimedia programmer
5411,"Psychotherapist, dance movement"
5412,Geophysicist/field seismologist
5413,Translator
5414,Airline pilot
5415,Systems developer
5416,Television/film/video producer
5417,"Editor, film/video"
5418,"Librarian, academic"
5419,"Scientist, biomedical"
5420,Pharmacologist
5421,Medical laboratory scientific officer
5422,Brewing technologist
5423,Firefighter
5424,"Teacher, early years/pre"
5425,Structural engineer
5426,Broadcast journalist
5427,Research scientist (physical sciences)
5428,Aeronautical engineer
5429,"Psychologist, sport and exercise"
5430,Civil Service fast streamer
5431,English as a foreign language teacher
5432,Special educational needs teacher
5433,"Geneticist, molecular"
5434,"Conservation officer, historic buildings"
5435,"Engineer, broadcasting (operations)"
5436,Commercial art gallery manager
5437,Race relations officer
5438,"Copywriter, advertising"
5439,"Lecturer, higher education"
5440,"Presenter, broadcasting"
5441,"Engineer, civil (contracting)"
5442,Technical author
5443,Personnel officer
5444,Cartographer
5445,Geoscientist
5446,Comptroller
5447,"Sales professional, IT"
5448,Facilities manager
5449,Illustrator
5450,Special effects artist
5451,Geochemist
5452,Logistics and distribution manager
5453,"Nurse, learning disability"
5454,Secondary school teacher
5455,"Pharmacist, hospital"
5456,Commercial horticulturist
5457,Emergency planning/management officer
5458,"Scientist, product/process development"
5459,Research scientist (life sciences)
5460,Geophysicist/field seismologist
5461,Sports administrator
5462,"Sound technician, broadcasting/film/video"
5463,Data processing manager
5464,"Geologist, engineering"
5465,Primary school teacher
5466,Medical illustrator
5467,Health and safety adviser
5468,"Designer, fashion/clothing"
5469,Interpreter
5470,Merchant navy officer
5471,Games developer
5472,Chief Financial Officer
5473,Medical illustrator
5474,Field seismologist
5475,"Accountant, chartered"
5476,Clinical biochemist
5477,Computer games developer
5478,Holiday representative
5479,Hospital doctor
5480,Sports development officer
5481,Visual merchandiser
5482,"Journalist, broadcasting"
5483,Primary school teacher
5484,"Designer, exhibition/display"
5485,Environmental manager
5486,Mining engineer
5487,"Engineer, manufacturing"
5488,English as a foreign language teacher
5489,"Designer, graphic"
5490,Media buyer
5491,Astronomer
5492,"Surveyor, building"
5493,Health and safety inspector
5494,Multimedia programmer
5495,Radio producer
5496,Comptroller
5497,"Teacher, English as a foreign language"
5498,Television floor manager
5499,Minerals surveyor
5500,Occupational therapist
5501,"Scientist, research (physical sciences)"
5502,"Designer, ceramics/pottery"
5503,Applications developer
5504,"Conservator, furniture"
5505,Restaurant manager
5506,Scientific laboratory technician
5507,"Accountant, chartered management"
5508,"Journalist, broadcasting"
5509,Management consultant
5510,Commercial art gallery manager
5511,Sales promotion account executive
5512,"Designer, jewellery"
5513,"Chemist, analytical"
5514,"Radiographer, diagnostic"
5515,Geochemist
5516,Secondary school teacher
5517,Archivist
5518,"Surveyor, planning and development"
5519,"Investment banker, corporate"
5520,"Doctor, general practice"
5521,Ceramics designer
5522,Estate manager/land agent
5523,Stage manager
5524,Camera operator
5525,Telecommunications researcher
5526,Information officer
5527,"Presenter, broadcasting"
5528,"Production assistant, television"
5529,"Engineer, control and instrumentation"
5530,Retail buyer
5531,Photographer
5532,Phytotherapist
5533,Call centre manager
5534,Audiological scientist
5535,Furniture conservator/restorer
5536,Television production assistant
5537,Herbalist
5538,Mudlogger
5539,Electrical engineer
5540,Acupuncturist
5541,Clothing/textile technologist
5542,Human resources officer
5543,Counselling psychologist
5544,Occupational therapist
5545,Proofreader
5546,"Journalist, newspaper"
5547,"Chemist, analytical"
5548,Public librarian
5549,Automotive engineer
5550,Dispensing optician
5551,English as a foreign language teacher
5552,"Clinical scientist, histocompatibility and immunogenetics"
5553,Research scientist (maths)
5554,Environmental manager
5555,Arts administrator
5556,Research scientist (physical sciences)
5557,Historic buildings inspector/conservation officer
5558,Manufacturing engineer
5559,Market researcher
5560,"Engineer, mining"
5561,Rural practice surveyor
5562,Speech and language therapist
5563,Careers adviser
5564,Chief Executive Officer
5565,Insurance claims handler
5566,Fitness centre manager
5567,Set designer
5568,Financial controller
5569,Special effects artist
5570,Contracting civil engineer
5571,Lawyer
5572,Counsellor
5573,Bonds trader
5574,Audiological scientist
5575,Neurosurgeon
5576,Chief Strategy Officer
5577,Actuary
5578,"Research officer, trade union"
5579,Teaching laboratory technician
5580,Television/film/video producer
5581,Logistics and distribution manager
5582,"Therapist, art"
5583,Town planner
5584,"Designer, graphic"
5585,Community pharmacist
5586,Charity officer
5587,Ranger/warden
5588,Systems analyst
5589,Sports coach
5590,Heritage manager
5591,Materials engineer
5592,"Engineer, energy"
5593,Occupational psychologist
5594,Health service manager
5595,Careers information officer
5596,Ceramics designer
5597,Futures trader
5598,Chief Operating Officer
5599,"Copywriter, advertising"
5600,"Nurse, learning disability"
5601,Sports coach
5602,"Research officer, trade union"
5603,"Engineer, civil (contracting)"
5604,"Surveyor, hydrographic"
5605,"Psychologist, sport and exercise"
5606,Animal technologist
5607,Public house manager
5608,"Radiographer, therapeutic"
5609,"Doctor, general practice"
5610,Heritage manager
5611,Catering manager
5612,Sales executive
5613,"Surveyor, quantity"
5614,Materials engineer
5615,"Surveyor, planning and development"
5616,Quality manager
5617,Commercial horticulturist
5618,Production manager
5619,"Nurse, learning disability"
5620,"Psychologist, prison and probation services"
5621,Rural practice surveyor
5622,Television/film/video producer
5623,Broadcast engineer
5624,Educational psychologist
5625,Electronics engineer
5626,Diplomatic Services operational officer
5627,Television floor manager
5628,Editorial assistant
5629,"Horticulturist, amenity"
5630,Ranger/warden
5631,Information officer
5632,Copy
5633,Plant breeder/geneticist
5634,Lobbyist
5635,Bookseller
5636,"Designer, blown glass/stained glass"
5637,Warehouse manager
5638,Museum/gallery conservator
5639,Information officer
5640,General practice doctor
5641,Nature conservation officer
5642,Psychotherapist
5643,Camera operator
5644,Company secretary
5645,Environmental manager
5646,Scientific laboratory technician
5647,"Scientist, audiological"
5648,Fashion designer
5649,Careers information officer
5650,"Therapist, speech and language"
5651,Associate Professor
5652,"Radiographer, diagnostic"
5653,"Production designer, theatre/television/film"
5654,Comptroller
5655,"Biochemist, clinical"
5656,Psychotherapist
5657,Merchant navy officer
5658,Heritage manager
5659,Psychiatric nurse
5660,Water quality scientist
5661,"Geologist, wellsite"
5662,Astronomer
5663,Museum/gallery exhibitions officer
5664,Pathologist
5665,Barrister
5666,Agricultural engineer
5667,Magazine features editor
5668,Sports therapist
5669,Recruitment consultant
5670,Statistician
5671,Soil scientist
5672,Company secretary
5673,Media planner
5674,Senior tax professional/tax inspector
5675,Charity fundraiser
5676,Careers information officer
5677,Hospital pharmacist
5678,Community pharmacist
5679,Social researcher
5680,Water quality scientist
5681,"Investment banker, corporate"
5682,Chief Executive Officer
5683,"Administrator, local government"
5684,Software engineer
5685,"Runner, broadcasting/film/video"
5686,Fine artist
5687,Sports development officer
5688,"Teacher, music"
5689,Theatre stage manager
5690,"Scientist, product/process development"
5691,Clothing/textile technologist
5692,Diagnostic radiographer
5693,Probation officer
5694,"Engineer, building services"
5695,Ship broker
5696,Careers adviser
5697,Health physicist
5698,Clinical molecular geneticist
5699,Planning and development surveyor
5700,Occupational therapist
5701,"Surveyor, insurance"
5702,Radio broadcast assistant
5703,Chief of Staff
5704,Mental health nurse
5705,"Psychologist, forensic"
5706,Financial trader
5707,"Therapist, art"
5708,"Research officer, government"
5709,Exercise physiologist
5710,"Psychologist, counselling"
5711,"Physicist, medical"
5712,Chemical engineer
5713,Animal nutritionist
5714,Aeronautical engineer
5715,"Psychologist, counselling"
5716,Hydrographic surveyor
5717,"Merchandiser, retail"
5718,Engineering geologist
5719,Press photographer
5720,Personnel officer
5721,Trade union research officer
5722,Building services engineer
5723,Fisheries officer
5724,Scientific laboratory technician
5725,Pharmacologist
5726,Technical brewer
5727,"Surveyor, rural practice"
5728,IT sales professional
5729,Local government officer
5730,Learning mentor
5731,Armed forces logistics/support/administrative officer
5732,Art gallery manager
5733,"Merchandiser, retail"
5734,"Engineer, drilling"
5735,Make
5736,"Investment banker, operational"
5737,"Engineer, control and instrumentation"
5738,Learning disability nurse
5739,"Engineer, manufacturing systems"
5740,"Accountant, chartered public finance"
5741,"Engineer, technical sales"
5742,"Designer, industrial/product"
5743,Public house manager
5744,Risk analyst
5745,"Nurse, children's"
5746,Graphic designer
5747,Diplomatic Services operational officer
5748,Archaeologist
5749,Art gallery manager
5750,Textile designer
5751,Estate agent
5752,Research scientist (maths)
5753,Pharmacologist
5754,"Conservation officer, historic buildings"
5755,Manufacturing engineer
5756,Chief of Staff
5757,"Designer, fashion/clothing"
5758,Operations geologist
5759,"Civil engineer, contracting"
5760,Health promotion specialist
5761,"Pharmacist, community"
5762,Environmental health practitioner
5763,Microbiologist
5764,"Lecturer, higher education"
5765,Chief Marketing Officer
5766,Television production assistant
5767,"Scientist, physiological"
5768,Environmental education officer
5769,Financial risk analyst
5770,Ophthalmologist
5771,Furniture conservator/restorer
5772,"Scientist, product/process development"
5773,"Scientist, marine"
5774,"Conservator, furniture"
5775,"Conservation officer, historic buildings"
5776,"Psychologist, occupational"
5777,Hospital pharmacist
5778,Animal nutritionist
5779,Emergency planning/management officer
5780,"Surveyor, hydrographic"
5781,Mudlogger
5782,Textile designer
5783,"Physicist, medical"
5784,"Engineer, chemical"
5785,"Scientist, biomedical"
5786,"Teacher, early years/pre"
5787,"Engineer, materials"
5788,Professor Emeritus
5789,"Accountant, chartered public finance"
5790,Radio broadcast assistant
5791,Materials engineer
5792,"Designer, multimedia"
5793,Forensic scientist
5794,Geographical information systems officer
5795,"Designer, jewellery"
5796,Chief Operating Officer
5797,"Programmer, applications"
5798,Industrial/product designer
5799,Fine artist
5800,Arts administrator
5801,"Designer, textile"
5802,"Surveyor, planning and development"
5803,Dispensing optician
5804,Camera operator
5805,Civil Service fast streamer
5806,Chartered loss adjuster
5807,Herbalist
5808,Curator
5809,Audiological scientist
5810,Management consultant
5811,Hydrographic surveyor
5812,Television camera operator
5813,Personal assistant
5814,Airline pilot
5815,"Pharmacist, hospital"
5816,Chartered legal executive (England and Wales)
5817,Clinical biochemist
5818,"Scientist, product/process development"
5819,Government social research officer
5820,Editorial assistant
5821,Financial planner
5822,Operational investment banker
5823,"Surveyor, rural practice"
5824,"Journalist, newspaper"
5825,Insurance risk surveyor
5826,Chartered public finance accountant
5827,Scientific laboratory technician
5828,Fisheries officer
5829,"Engineer, chemical"
5830,Theatre stage manager
5831,Industrial buyer
5832,Ranger/warden
5833,Professor Emeritus
5834,Museum/gallery conservator
5835,"Pharmacist, hospital"
5836,Bookseller
5837,Dancer
5838,Best boy
5839,Retail merchandiser
5840,Early years teacher
5841,Leisure centre manager
5842,"Development worker, community"
5843,Pensions consultant
5844,Retail manager
5845,Records manager
5846,Geophysicist/field seismologist
5847,Barrister's clerk
5848,"Restaurant manager, fast food"
5849,"Surveyor, minerals"
5850,Clinical biochemist
5851,Operations geologist
5852,Chief Financial Officer
5853,Early years teacher
5854,Investment analyst
5855,Tourism officer
5856,Clinical molecular geneticist
5857,Radiation protection practitioner
5858,Psychotherapist
5859,Retail manager
5860,Illustrator
5861,"Production assistant, radio"
5862,Artist
5863,Armed forces technical officer
5864,"Engineer, civil (contracting)"
5865,Ecologist
5866,Intelligence analyst
5867,Interpreter
5868,Osteopath
5869,"Conservator, museum/gallery"
5870,"Psychotherapist, child"
5871,Broadcast engineer
5872,Tour manager
5873,"Journalist, broadcasting"
5874,Art gallery manager
5875,Biomedical engineer
5876,Archivist
5877,Video editor
5878,Educational psychologist
5879,Customer service manager
5880,Fitness centre manager
5881,Race relations officer
5882,Broadcast journalist
5883,Petroleum engineer
5884,Advertising art director
5885,Oceanographer
5886,Brewing technologist
5887,Information systems manager
5888,"Surveyor, commercial/residential"
5889,Chartered certified accountant
5890,"Engineer, broadcasting (operations)"
5891,Plant breeder/geneticist
5892,Garment/textile technologist
5893,Geoscientist
5894,Mudlogger
5895,"Geneticist, molecular"
5896,Garment/textile technologist
5897,Purchasing manager
5898,"Teacher, early years/pre"
5899,Higher education lecturer
5900,Aid worker
5901,Operational researcher
5902,General practice doctor
5903,Research scientist (maths)
5904,Paediatric nurse
5905,Statistician
5906,Occupational psychologist
5907,"Horticulturist, commercial"
5908,"Engineer, petroleum"
5909,Barista
5910,"Civil engineer, consulting"
5911,Financial manager
5912,Airline pilot
5913,"Geologist, engineering"
5914,Armed forces training and education officer
5915,Leisure centre manager
5916,Hydrogeologist
5917,Learning mentor
5918,Trade mark attorney
5919,Writer
5920,"Psychologist, counselling"
5921,Risk analyst
5922,Financial manager
5923,Merchant navy officer
5924,Systems analyst
5925,Recruitment consultant
5926,Restaurant manager
5927,"Surveyor, insurance"
5928,Lobbyist
5929,Geophysical data processor
5930,Water engineer
5931,"Conservation officer, historic buildings"
5932,Industrial/product designer
5933,Firefighter
5934,English as a foreign language teacher
5935,Insurance account manager
5936,Geochemist
5937,"Education officer, museum"
5938,Quarry manager
5939,Data processing manager
5940,Training and development officer
5941,Event organiser
5942,Agricultural consultant
5943,Transport planner
5944,Biomedical engineer
5945,Training and development officer
5946,Artist
5947,Seismic interpreter
5948,Production engineer
5949,Geochemist
5950,Hospital pharmacist
5951,Veterinary surgeon
5952,Microbiologist
5953,"Teacher, adult education"
5954,Housing manager/officer
5955,"Education officer, museum"
5956,"Administrator, Civil Service"
5957,Commercial/residential surveyor
5958,"Nurse, learning disability"
5959,Dispensing optician
5960,"Therapist, music"
5961,Games developer
5962,"Designer, fashion/clothing"
5963,Trade union research officer
5964,Insurance underwriter
5965,Retail merchandiser
5966,Production manager
5967,"Scientist, research (medical)"
5968,Environmental manager
5969,Ambulance person
5970,Banker
5971,Town planner
5972,"Education officer, community"
5973,Special effects artist
5974,"Engineer, electronics"
5975,Theatre stage manager
5976,Exercise physiologist
5977,"Designer, ceramics/pottery"
5978,"Lecturer, further education"
5979,"Investment banker, operational"
5980,Recycling officer
5981,Intelligence analyst
5982,Training and development officer
5983,"Engineer, civil (consulting)"
5984,Operational investment banker
5985,"Loss adjuster, chartered"
5986,Advertising copywriter
5987,"Surveyor, building"
5988,Health promotion specialist
5989,"Education officer, community"
5990,Quantity surveyor
5991,Hospital pharmacist
5992,Print production planner
5993,Interpreter
5994,"Engineer, materials"
5995,Medical illustrator
5996,"Engineer, automotive"
5997,"Conservator, museum/gallery"
5998,Civil Service administrator
5999,Farm manager
6000,"Engineer, communications"
6001,Education administrator
6002,Energy engineer
6003,IT trainer
6004,Chartered management accountant
6005,Technical brewer
6006,Tax inspector
6007,"Engineer, technical sales"
6008,Operational researcher
6009,Horticultural therapist
6010,Social researcher
6011,"Scientist, research (medical)"
6012,Theatre manager
6013,"Buyer, industrial"
6014,Secretary/administrator
6015,Chief Financial Officer
6016,"Buyer, retail"
6017,Chartered certified accountant
6018,Chiropodist
6019,"Scientist, research (life sciences)"
6020,Armed forces training and education officer
6021,Fashion designer
6022,Arts administrator
6023,Video editor
6024,Colour technologist
6025,Corporate investment banker
6026,Clinical psychologist
6027,Careers adviser
6028,Investment analyst
6029,Rural practice surveyor
6030,Set designer
6031,Cartographer
6032,"Surveyor, quantity"
6033,Oceanographer
6034,Ecologist
6035,"Lighting technician, broadcasting/film/video"
6036,"Scientist, research (medical)"
6037,"Engineer, manufacturing"
6038,"Accountant, chartered"
6039,"Education officer, museum"
6040,"Administrator, sports"
6041,Private music teacher
6042,Commissioning editor
6043,Television floor manager
6044,Tax adviser
6045,English as a foreign language teacher
6046,Speech and language therapist
6047,"Teacher, special educational needs"
6048,Psychiatric nurse
6049,Occupational therapist
6050,Pension scheme manager
6051,Pensions consultant
6052,Copy
6053,Advice worker
6054,"Clinical scientist, histocompatibility and immunogenetics"
6055,Environmental consultant
6056,Learning mentor
6057,Comptroller
6058,Publishing rights manager
6059,Occupational therapist
6060,IT consultant
6061,"Exhibitions officer, museum/gallery"
6062,Hospital pharmacist
6063,Science writer
6064,Science writer
6065,Air broker
6066,Optometrist
6067,Medical physicist
6068,Archaeologist
6069,Civil Service administrator
6070,"Surveyor, building"
6071,Psychiatrist
6072,Arts administrator
6073,"Production assistant, radio"
6074,Hydrogeologist
6075,Hydrologist
6076,Tourism officer
6077,Meteorologist
6078,"Engineer, water"
6079,"Pharmacist, community"
6080,"Psychologist, prison and probation services"
6081,"Designer, television/film set"
6082,Company secretary
6083,Forensic psychologist
6084,Applications developer
6085,Camera operator
6086,"Designer, graphic"
6087,English as a second language teacher
6088,Estate manager/land agent
6089,"Teacher, music"
6090,"Programme researcher, broadcasting/film/video"
6091,Race relations officer
6092,"Lecturer, further education"
6093,Warehouse manager
6094,"Scientist, physiological"
6095,Agricultural consultant
6096,Recycling officer
6097,Insurance claims handler
6098,Tax inspector
6099,Personnel officer
6100,Land/geomatics surveyor
6101,Corporate treasurer
6102,Location manager
6103,Personal assistant
6104,Fisheries officer
6105,Clinical molecular geneticist
6106,Clinical research associate
6107,Firefighter
6108,Civil Service fast streamer
6109,Waste management officer
6110,Immigration officer
6111,Forensic scientist
6112,"Designer, multimedia"
6113,Furniture designer
6114,Medical secretary
6115,"Development worker, community"
6116,Mudlogger
6117,IT trainer
6118,Media buyer
6119,"Production designer, theatre/television/film"
6120,Musician
6121,"Teacher, English as a foreign language"
6122,Technical sales engineer
6123,Environmental health practitioner
6124,Outdoor activities/education manager
6125,Minerals surveyor
6126,"Solicitor, Scotland"
6127,Operations geologist
6128,Armed forces logistics/support/administrative officer
6129,"Surveyor, mining"
6130,Architectural technologist
6131,Industrial/product designer
6132,"Surveyor, planning and development"
6133,Colour technologist
6134,Research scientist (physical sciences)
6135,Artist
6136,"Horticulturist, amenity"
6137,Therapeutic radiographer
6138,Special educational needs teacher
6139,Banker
6140,"Engineer, production"
6141,Herbalist
6142,Homeopath
6143,"Engineer, aeronautical"
6144,Environmental manager
6145,Plant breeder/geneticist
6146,Fashion designer
6147,Production manager
6148,Personnel officer
6149,"Scientist, audiological"
6150,Education administrator
6151,Commercial horticulturist
6152,Production manager
6153,"Production assistant, television"
6154,"Surveyor, minerals"
6155,Music tutor
6156,Radiation protection practitioner
6157,Clinical research associate
6158,"Psychologist, counselling"
6159,Fine artist
6160,Retail buyer
6161,Chartered accountant
6162,Drilling engineer
6163,Mechanical engineer
6164,"Designer, multimedia"
6165,"Administrator, education"
6166,Chief of Staff
6167,Water engineer
6168,Information officer
6169,Lawyer
6170,Occupational therapist
6171,Aeronautical engineer
6172,Actuary
6173,Manufacturing engineer
6174,Telecommunications researcher
6175,Physiotherapist
6176,Magazine features editor
6177,Surgeon
6178,"Civil engineer, contracting"
6179,English as a foreign language teacher
6180,Insurance broker
6181,"Journalist, newspaper"
6182,"Engineer, maintenance (IT)"
6183,Manufacturing engineer
6184,"Accountant, chartered"
6185,Interior and spatial designer
6186,Accommodation manager
6187,Insurance claims handler
6188,Armed forces technical officer
6189,Tour manager
6190,Occupational hygienist
6191,Research scientist (medical)
6192,Community arts worker
6193,Learning disability nurse
6194,Financial risk analyst
6195,"Psychotherapist, dance movement"
6196,Advertising account executive
6197,Dancer
6198,Advertising account planner
6199,"Therapist, occupational"
6200,Bonds trader
6201,"Solicitor, Scotland"
6202,Theme park manager
6203,Community pharmacist
6204,Actor
6205,Barista
6206,Architect
6207,Production manager
6208,Ecologist
6209,Barrister
6210,Hydrologist
6211,"Engineer, chemical"
6212,Oceanographer
6213,Photographer
6214,Marketing executive
6215,Print production planner
6216,Herbalist
6217,Computer games developer
6218,"Education officer, community"
6219,Nutritional therapist
6220,"Librarian, academic"
6221,Site engineer
6222,Counselling psychologist
6223,Clinical psychologist
6224,Chemical engineer
6225,"Psychologist, prison and probation services"
6226,Licensed conveyancer
6227,Health and safety inspector
6228,Agricultural engineer
6229,"Designer, jewellery"
6230,Textile designer
6231,Arts administrator
6232,IT sales professional
6233,"Investment banker, operational"
6234,"Surveyor, insurance"
6235,Sports administrator
6236,Television camera operator
6237,Recycling officer
6238,Physiotherapist
6239,Academic librarian
6240,Trade mark attorney
6241,Trading standards officer
6242,Pension scheme manager
6243,Farm manager
6244,Transport planner
6245,Research scientist (life sciences)
6246,"Producer, radio"
6247,Astronomer
6248,"Therapist, horticultural"
6249,"Surveyor, rural practice"
6250,Agricultural consultant
6251,Air traffic controller
6252,Leisure centre manager
6253,Commercial/residential surveyor
6254,Fitness centre manager
6255,Waste management officer
6256,Media buyer
6257,Sports development officer
6258,Pensions consultant
6259,Housing manager/officer
6260,Field trials officer
6261,Structural engineer
6262,Air traffic controller
6263,Paediatric nurse
6264,Corporate treasurer
6265,"Psychologist, counselling"
6266,Further education lecturer
6267,"Buyer, retail"
6268,"Nurse, learning disability"
6269,"Teacher, secondary school"
6270,English as a second language teacher
6271,Horticultural therapist
6272,"Designer, television/film set"
6273,Geochemist
6274,Chartered certified accountant
6275,"Engineer, production"
6276,"Programmer, systems"
6277,Chartered public finance accountant
6278,"Merchandiser, retail"
6279,Manufacturing engineer
6280,TEFL teacher
6281,Hydrographic surveyor
6282,Production manager
6283,Field trials officer
6284,Animal technologist
6285,Psychiatrist
6286,"Engineer, broadcasting (operations)"
6287,Sports therapist
6288,"Education officer, community"
6289,Police officer
6290,Psychotherapist
6291,Legal secretary
6292,Research scientist (physical sciences)
6293,"Programmer, applications"
6294,Barrister
6295,Statistician
6296,Emergency planning/management officer
6297,Homeopath
6298,Science writer
6299,Careers adviser
6300,"Psychologist, forensic"
6301,Media planner
6302,Video editor
6303,"Scientist, marine"
6304,Forensic scientist
6305,Advice worker
6306,"Solicitor, Scotland"
6307,Sales executive
6308,"Engineer, biomedical"
6309,Copy
6310,Chartered accountant
